summonerName,accountId,summonerLevel,puuid
l  Link  l,bkS0C13gQcZ3fTkX5naF7t5soH7KVVx7hTxkLqqxWbIGp70,354,_FBM1q3BlshpRc8alnmnCH9Q2VH-lp0YPnpvjKC6S__AglKutnyId5RljNRD1XyvwiEc-SkE8bulog
Ancrathzada,4s3HwOo9s3wQu21ZLp37eTGsPDIl-XNl_dbQUIbEnfEzgbZGSvb0QZeh,74,En63y5BkqD_pqpGZGIc6PymnCe_fB5gARr531TcBKz6X-CIRPh2xK7YqAyvnyB9EU2BK2Qqk1D243A
Tïlted,BIMMCftNdbcsc9sOhd0MOWnoXWLnrnncO2FwXgNZDWZEDEU,324,sSdxcUEMSM9tktBwpRt54LcLovYkxEsFjWJhw9yT8LD5H2X83aQhbQy6hslpYKsBbcz-iQ3-WxJk7g
tez1,FZKM9zrOaBEd_WI37L_y21zx8zffRnDi66BjGRFR90k,193,dxTA2jQifwv4BGhR8A6D74kND1Vs6L4HPSL6C_pwXofSxgjCQHKpt4Lq-IyZpZtXn06SpkqtYDEcwA
Disavee,PESwsnfxdI2mpSKRebgG5VdCdX3a3JGC2isdCidFi-AAEX9kpTlSZXhL,63,lBlKAtVWIKy5bDNATePYwqE1_9S0QnnyGPyotRmCI64RIoxq6D2nqOxAWOiRp53UhBd262Cw2MNVDg
LightbringerK,pQs0RC4WBcIS-JOZAt3xtWH5jC8ZeYfgeptTzCYCBLsSvMg,137,OEyUdTcUXFuQy9ikTo5OybawcZZJVVh7eZDeM8saV9UB9aRsKIMOZlz29BnPqId693BH977yylRG9g
YST Gurka,a1vlSTBAEgjswkjtOeSkTibaLJyCvCpwv88bWhl2_QSrazs,422,pwlXvzwkBmiYp5-5OnwB01aIFLIatrY4dPjVv9ZienaooE-cWzAtEpRp3ES1fhMir3brt5M6H9r3EA
ataides1,aICNYX5OO8vSIV2dhcf9fQ4gmmDexQGt6NyHf_yDNHnNiSop86C6a_mx,107,cMuLDq1chEX6Ld_nFLc-XlYhzbqVEWdx-ThRiDLTBazJdzbUjH0SS_Xcg7EcoqztqYYCpEDE1_d0uw
Disto1,NuxkYJpp359HTjrbf7XkZjgR2ahb1NVd00EIwkEQOgBa,193,Jh_Ukq7_8VSDFiPFBlijJ1mYmFKqicSJZhyOPwnENM0DKMg3K1uZ3ChQ56qM-tERhPZrS0A50u_xNw
Jöta,6DeVcLNtkDg0kHGCWOrxhmAeNAruEkxsFvmLipHU9AxtbN0,299,7hKplVEbD3L2iCp7ZpsdhO1BWt6R-rGZd4TTcseaSz4HD6qiMCFOzyETn4Lj1OleUdC8RaWZ9preuw
p1stol,LErG3ZYAyQ6djZ3PYpS7sLx63364_jsP21ZQSkQmC7k2RFs,222,dklAFz_omH17zBCb-wVPpf3IP5oHjQRoOFqZVz2FF80qp8B0aZ9Bncvy634-t-7G3sEt6v8hXICZOA
Midnightshow,7klapmznDQW2OxIiqWOfflwrtgj1h_PJQlc6a8awDcQ,405,PrwDHJWmXw36tMaeOBp4ra28crLXaHfLBva919fWNHsl3rVSVSQpOjaAYtd83luQP3tSwdsVpse40w
OMG Katarina,huafHxl1_fYc3fi0WBeRUWSAm38IywIy1jP5SckW2vQbPMM,78,4bU1gZQC1ne6Is8gYaPT9Lve2wCZjPBpwlnjzGJtC5V6yNQ2lfg0-FnWXXnwKjfZyXa7NPHVPRhaPg
Synyster Gatess,5AYvIvh09cpGbW6wwfNYeIotmqkyzURGoSc3JYJUI4ZflMQ,187,PkXEPFAnN5UdGzIc-3iZez2zGz2HtZWGGBh6pqs-Xwx1Ty8W30rxzCo24Dd1Ae5zbCOqrEBIIyoc5w
Rád rody solid1,o8lWHi6Ob6ahTgblmM6Kj-jtxkF02d-WctIvGWBTAko,198,xWwTmWAAGVn-vqdDZfqiVrgFZrL8kqbOBy1cp7OuFfIEFVVcnYJVESMFOgZWXw0WIzqCsYWT1Qcq6g
offlaw,2dNpleg1G3va8Mgk5WIj41dGIYigyqFXl5BgkYfbu5F4zb8,307,1Zoy7l2cezodsDbC32IlqCCX6mOrkQJdtq5YQwoWKZqhKLJ3wxjIxhyQGOhh82zf4wNK4hb0tGZABg
Morganation,3oumVkGVf33-zUvepdqN0k6tlWKHOVj4FQOK487ctTEhfgA,201,cWTJQ8wt7zR9uNMnSQGe6_lo3FROilDr0MTxSRqT4ATV_U69Gr_8jrUfe2IuItxqMvJWY23oHFi1Dg
NimoTv Klauslol,b8jm_OAP18353JyxuvszadIX_vyWlkOWRQjskWmId_rRh4kT6jBcODVG,66,cGrCwIBFW3ovVzdenxZnxCX1wMnghDCTYM0wryU2vpFBzGgBTPqG2Y6yQnF2eOa1on1n05DXSKH5hw
TwTV DayBeats,5NfQVcCV_kEcqXEGz-a8dN9uIcFGEaho4Tj92GjdtHW97HtGokShUWje,47,VFji0MMU1f8E2yLgeZVxq9jtX-3uAPlXeWuoclxmMyPWtTq8ePnavVXQg4kghPg7zC9lGORJoMvOzA
random jax,vQWYtzyqIEMgu2Trf9moB54Jzsm9QMI9Vd0y7ubaHPMuTHA,64,2K-ULBh8tFEW_YJ3_wPyZWOHQiz2vsAWG0vQMetZB62RqPJoFYe71hh5GTGgnG0JJwfdUTgbJBOJSg
Cloud Piercer,8tgn0p_Wb1Acb-k_TpHGl1qsjOQ_95Eo7AyikmaDXIw,286,iptHu_FhxWqEa3JeL38U-nDpTXX4xzbuZZHn0zhUQWZGgHoOif7IrpXLPtIc3d07S4igl6YNDtvlgA
SugiKim,AbV2cJ5-ama_T5M0e9HEo1sUTXWEWNjAt3DwBpbgQQO0ZOc94uF2IKGR,75,V3DbM0NpVF95MlAmWPAJwzoBV8DwKT3Nn7o3QKeJiEqz6vTm908cd7syJ9WyF3H_FXtW7Lim_BSjRA
furyzw,r0si2g1iG8blV4Fe1ALElw1wWnjfLlT1j4cUaN2vy0o,214,KTnCHrC28dVEFPWNDYKIvvqe4epbwJdGuAGhreIzR6T6SvGi2OVm3TNXv74_hoO8EfgUrOhtZYSNaQ
rainszin,9RJvCe_O1cqROTrWMMy2EdGg0mnnmhR0Q_c79krNDm-etOk,281,1wBNFMDq10x81_WyFNC8jEOGQbTfnZTDCQ0rq_4G2HD75in409M5_BHzTsjxSptgEOweDyZFfMaNAw
CaIII me daddy,cLptRBS8cDPKorDu9i1bcTeVTQ6Sn6Z2IIaEICy5vHxUprw,108,wXH5kMVKz5zGhdiJpERTIODuG29ie3LoTl-_32ps8_dhaLlrDfh1RGOIAJFfkoOtYD0DtnU8x4jIKw
Mayael,EzesEqyZJe3GPFnUYS_JjN5B2RsZgPHBv9HmC1M1zDVi2CM,217,c-ele98A3WLUbHtJTJutBOuc5gWQJlAHOt7o7nYdlVpgPp5eiIUa1oqGrk1vUWIS_r883RELyOzW-Q
rest,PwuEgsJfLj18NHS7VrD4tuS8ZuComUbU_CgVC-5aET6cERO4BTDzwOzm,74,qPjf-1Y-si9LDqPAVFXrzrK14eaQH6UUwq1C9gfw58qHQqlklkzrDOpZmaW-9Cmh3nu8e2MCKufcSA
fatiado,RwqsFkXqvJ1Q04poQjHGSrsChgHOEpttbkZiC_msT0jJ4Ff-Jzt2KUkH,47,UEB8hhybkedYekbBeTKIf2N0aaVbTzeQkCJp6l0bxO-GpHbqtV81XQWFUgi7_zKo1uAlPYcScZXHhA
jonny lek daora,fUsdo7ldH8gTxiXXoEWgHF3b-Aj9fO1raKiqcEqrcPgXaQE,269,Nt9dMpUI6Xo2skJdBfcaodUtgovccdYqbmOTznxyNTX7f7z4J0lrqnlLlx5bNmGEjkoTjnkB9sBUxA
boonatti,BhyAu6TIt2ev-uSGsDZOUasiJvlkNkJ1TdZmXr_5Yfp1hlU,355,RngHi8i-bnhDRVAPKYteKohe5hKwLJr8mLZgVMmXTWLaWSW-XSBon5fs4KTidru6SUksgtl-YHIV9w
junin do congo,ZXGmo-7dCRHFvYT9QHRuBRxjuY3fpxxqov7xs_0CfyQC8Tw,422,JoJKi_RcCK2_-Qr2uHVW5GpcsGMoD9UmKTEjIqVXRRUenbGlM5EXZzMoomxx9dIWfg3am1KhuiFpSw
Göthic Quïnn,1Hlknu8NHHIXbTrEFxfUqlC0QympunEQ_pCcTksBsHiIKtOrlI4lDaha,173,-jfvP73r3SMTLuQexhdZq2rqbYFphgpLIwPsW4TdGd_zv-lYMCM57jhWZH9GSlTKnBiCLC_Iix9bOg
sönyxw,dhljCLpF9yZsymsLStoABrvcgXopfuVPfPr2kFUgH7yn-Ns,161,lvK6StarW69MNjXJpJamTomYE7_ZROeAUC64G_EJugagtTdTQF5fj-82dnc_zt_xbv03Fr5cITfgdA
MIGUEL MATTA,yZfZ-2fYwDWZfLaMrbUJVe7j_Ywl5vL52_PuPlOqXnXnn6I,372,ZDWQzw3uUoW2i-gATHb2ITA_BQnhPLf_1UF-ZU7fY3CZJm_3xhQc5f1i4a12IyYkOp2lBlx8uqA55w
CADELA DE SATÃ,srxOzCy2P_8FQXDdXjsX2B713p0g8aK7hCUNa00gN1Knr2k,566,5SEmSBQRurWP6JPvgM8M57rjwGFB0hfXY6eZuToinbwyMgpx9WMPkOWra2WVq3_jrTNAM3YZA90uWA
Ravio LBW,zXuiRfCPI99m8YXGPiyU-UHgIb87I7YW2YLvdAk7_20Ul-I,287,4Kk8ZKtHHU6My8a9Xu1rw_L5uMrxIf8o4hl1KwUETmlx39zlnVmazf0rrnHdxVT87F-GWO-srC19Rw
Mel1n,q-VY7oBV2BvIudzQBB2OYR4d0qGAXfm2_pB7EXQOT4bSs0M,225,Km6v0VJKVenD_h5478c7Mwjze36NJvniWHUxZTKg1VIwf1YO-yQFQieLjuu0-pXnrsVP78FGrr6yDQ
tipo,_GztFxafuDaxjizEhk6d9pZkBT5GQEzUBLp7B4_Yam3A-CY,98,APLHX30PWkBoABb-bLzNQPrsaqq_9W6HzcxhszDFzvp1KpLFZR6wM3ONn8kThFgjp9_G4Z04b5YEJw
pichek,aO5Z4SMkNahTS7f4_LMiRxgitAKUni63OE-339GQghOZegw,316,yvacId0VmDbBeR0ToetB_nO58oqgD0i-2wFzQblFQUqYCyFSI0kLcE6Uz74B2TvtVCkvXoddFoj3yA
Straws,fUAnSGOX6wgLqtcFm39q2ELzbWdcLyhMpRmTtoss3xr8y4Y,149,7_LfTwvzxoafW-6o96osbBD8vOd80d1mFMtWH8XoJWZZ1PhHHU-aQtVzu6iyyoa4vIEs9tVCxtkR5g
Warwick de Crocs,9oDAcwGvQ6D6lGAy7wJiweKeqiEbwJS5-yN9ccjmEEpAd7Q,438,TlXf0vr3sQWQ2LUjxcW31oH_GXNhrytLAAVP0AA2ybOKkMaVQ5jtms-wiw1BMaYOmrhz7l4kasH73Q
eden13,OxzbWNPeXKCUlxLzVH4UHMHo-ygpnBKwxhpGl_2lq0zh6kw,302,o6oKG8e43uH5-hGYX1cEoy9uDbAtJY4J4Ivi4_1TpKjsvNWn9hVXny65-3Mni36VS2gAKlj4pemxWQ
BD 1,s0of2W-OyoeaJ1VXZQRR8hX1DfVjxH3GDgwEDbYtjv0,326,FjW0pL5skPkbfaCMukMUhkl3_cXEOJ14gqlN5MWWoLfMlY4hVQOSTguPoF1fiRMV3ikwMYwxEqSKVg
heklAa,GPlAvFFoxdhVXIs6r8Uvew2s9nQ7zfKl9LfFTGZqEmc1xLg,284,m6Pv3uMCmYwbkvT0zdY7AezoMHrrrVgwKef89ZdqPsD0tbqvqTR8RH_PtMRa5YT3G3zjmFenSEXTGw
koowL,yP-YxRov54rpW_61lvctFXVcjX8fU_O4VebPjXU1um7VMKI,236,pc_tIgID2dTMc4rW2zoVeN7_bO_PQpSGEgInd0s5LAD2p31vpUzWx-EFRU66yJJgcwD19llW5mrD2A
shadow swamp,IlljRBdmMWQotag-R-amhB9K5G7Wwz7YAVIIEfYh77s-KtM,437,ybKXa26hu3LfCK7r-0pS-l1g-cs9NxjNllzqgCBAqPPU7thXy9LWXgH1iFNa8M1w4mDjYSGvKr9EQw
Bear Angeles,XuSuPDxWn4uSkwQ2DoGRizdpszjcQjb44Orp52Mt8RLZkPOrYpi2POpk,52,_uXMSa3Lewq6geR_juCYSbtVHnnO6AJScatIFBf6jJcaUHovPBiSEiDLJ2TVIlZ6XEnQYSBcohiQbg
hope no chikara,VOxsDF1nk-nA2Pbt4U9m1UGAAqiRMCrJcn_4nexLxokvtE8,225,UUwBj9Pn0n89HqRzeHLP5L9C5M0YsNRuaWA462wXXNQR1atRWcz8kslXjEzYR4N5i8SRYpSG3M8zTg
akage1,CbQR27zZV971j22scDTRRi8IJWol6-4s0FTCu62azhScCKw,384,gsuQsiW8v9E5dshpzbpfP_p77sBrX_nM8DlNxp9U33xkjJbfl85KsPLkpFnnBeg6MOfIfYh1EhpMAA
TwitchTV RayZ,vWQAq8yDgZWFLgx_iBCZYliKWPUFy7rsAQcdiwdXcN2UVlM,85,FPNn2LbeqkpxpyKJNVQzyooJzlYIYwy9joDmsbKk47pRvdtlxlVjeTsUeHwDGF7GyUQRBbH9B9sTkw
drewzera1,VWUukDczihptPAhTPUb53SxylbJ_koAALpYa3fwcgR0xgqw,81,hscV6Eo4H9PJ6sfgJg5vB-kxvXdivmD1TcEQyK-rtHEmR60_v09TeWUYF9cIWGHWETrPZkh2Q_474A
posttraviskanye,icjCTiw9j7vg5K_H3QnQ60kLSJEu24qYAC1GUHkuymR5ctM,213,nZpwepezUmdvnWTnnAM5cGRz0p-lM_btClrJ23ychBAA6ozUpZDm_qicVVPwbTE2K8eXAIvEpampig
Rafiora,s9QLhXEyKcSZa3TTVp2u5lgOlJ4v0c5gMtMQD6SLsyJpGOs,325,ZoFndVkM7wdJKPTM2AljEJQL_kJAVCkQpos0fp9YgvOYsEFWvlohVzgRO95AmqUn2oNP3DiW2Oeotw
HariJanna,2w0cS-HXt5nbH0ZHPcQDbHm2c6Yf58tSYtK5sAhrUO0V37AUgw764e2M,116,odLShjnjJKi3LHVb3k5BJbjulsYG2wERsR3yLkYlhCyBbPatdmVas2K14xoy4n2pIRvxRt0kvDOjsw
Cabee,VAxCs1WWs2OOt3DR3krXEwc8gEAxn0dzjG0zdjBnh5hhzrWcgMdcFF8l,86,DXLMTcYdP_NXafAzKIp7T7S05EmvCeO_8620X0fcd_FflWFlyFFqN3WlbfV5mJJTN_g2GhhmxZc76Q
Enough to believ,oQttOnY7q2yvv9YWTVyxanfna1aY6clnfpX3wpd91BFy198,137,f2aZjx4-S9TiNCB1RKMdZmYwUMlAqf75NDd4X4fa7KYTU_G7btxdeb0yTtgnXJtI3VbCRj7EgTn3hQ
CARLINHOS DIGDIN,uWT89CtcWXFOxpHg1pAG-3r4eB5wMmFzCkLjNLQoDbM,444,EMuncyRF_45JBs--5cflrnKas2pdSlXGvjy5btDPdjq1zTUSp6tPUhw2hRyWUd9zizWnS8ChIpJCfg
Slint,pMMzRcmtej7keWwjs50jz_M0wuXYAoreCFSPC8bf6pYRp-Q,366,PIj5O13N-00758AYj2JW1gW5uA_VYq1_8StnB3En3Uekf0zguFzj5-NrDK1jNiCrhhN2aXc6L-XXiQ
Cristina,W0KyY72ft8tFtnju7jeOa67hyrPlTkIQ5RgxLR_-hLYysi8,381,Zi_yyC1Yqlo9gXvrHiOAz1WEk1sQ1EqutOmkOAvWnSAEQEU0x9rrIgT69_8MyBN7aCtnCiE47KTIcg
lofi rip,IT-SfCWMDLfeOzug-a_tXFAVjWWhYh-nsPQ6ovVWvVLw8JEuccpSYa8f,46,EC8zom4wG-DBipQXLaY4Lcx-LuV-AeyOHeehl4aa9Q83z6PMFgeVgpcwm118RUy41KNWpDnZTBpefQ
Ze Niiko98,1lAnLZHgETdGWOmRu9YNIcK9XJ6fAISneLHBUzFmHeCDUf5cpXpHp_A8,80,GtNye4-eW5_ABUcRX70ZvphOgLXcgGcPXGlDe7CDopq_NvnjmkVuez-QiGAuEacaBo7Ak5jDGjtuhg
VINICIN VASCO,x9knf3Xiv4B5NWp8pH6A60UD3yCXv3FwdbdcNWRvpM8wC1CiE7niug7r,41,aioDhDpD5RwZZYJupFnBEiYpTedjv39T3ksT06FsVKdiAQ9tYv8itJDiusYVzb-oiaHzpT329dK8Vw
pykeMaaD,9O6m6kKup90xhMjVZXnn7fJdHdAKHObXmGFNy1YZiJIWuyXHBv6hkmQN,59,ra9ccpxo5Tb2w9vhfKGQ_0N_ILwv-bJLNYm217oPWTXsxXSnU3FgVmnGep9CXGB6vBQJBNTfbFL1lw
DreamSDestroYer,P6HdW0h1CHFBwLQHLDlI9H0FPjXhh7lwufP0AVck0jk,136,jDKtxwmPMFk0tAnwTj9qK4p4Q4naVWdUewR-pFIOy9XeCQZPdl8DsYwVvq9yzL5R0WDRy2QmgcUfcQ
All Ban,tQUCkMMZ1QZeQxOQcBWz9kth-UNxKpWBVH_ql-idOEjQ,197,ri2eLe7NaFu7s3FxSwaBYec3DF33qR5s1yC_AhvWafVvl7VpmjeQtpZE2H6s0ouy8e2d4Q3fFkuy7w
Luk3z,Vk3gePcilL28UC5VW0eGCBGxDvw7ur1QyGcdTjFIY1E,118,OZ64bsnspqDIX_QTbabBMquAPPmYM05v-IBrCMw1Ni6AAn3m-WpHT_F71Iz2R8IFKpCh399x8QoInA
Riéry,pbELATDQZq6zK4Nc5Rx-Ux6lVF2mYnxUa0jbnGLm6ktUqFk,341,5ZJe1BJ6uTC5rGzrXucfAQHTyT5PfpZoqZpbAsKg0bnb0_4IG-dH1kCPiCD5uaCKO3awdA6VULZkdA
BarackOganja1,RF429gmVyxArPvsxzk0snkfyQMp-Xz7FdiiwTXKvjMW0IYQ,491,6rnOxyZZ7LXMxTSZbhDN-hX_MPFu0AD1ZPpJw3VAM05eBx9XOE9bZeZRP256t-ikrA4mamhhymKn9g
cosmo sheldrake,askknbBmF9xd9GpCYeYU9v4QKavoUEiH-msH8BVtGdJ7KLU,286,LXc7ASIlUYWToTj_l3PYMxMJ7BLAYaJfTEaZgQPZhFysa_m354id1v9SoJw42bJMjEI7RgkSwVYFsA
Quiquiupa,8dtop3KFs2vWIfPysOYqHNufPHjYd5SDxn9TMBLpPWqn4VA,312,cs9maJ_PQnOfrJE4PbSlclbvO7MDJIGJdJTFqwHFtgaWptqiVzKzD-0QBNokm36uTXCJNFKxFQnRAA
Tonyn Padeiro,HvIguykUnj-HC0pVi7ZzOnv2xgklIaxG06khaoMj7Zqp6oI,411,OTxyFE9so1pixRRn5yJehWrhPSJLENZEjXlabqsy7X1LR-7aw9u1ZA-Lhc4Rk4wXZaZuiruiy94mtQ
Zailo,I5qvUBlK8civAE8OxS2RYA5ohZ0Fj-nY7MyBf8Mw5p4,199,2Lm9u9FibEGtOhOKV34FmEcZS3KAVxcpJ3enFQV14cVTKoc3ZIG4yVOZqjwnv5ADD8ObTWnFlDrS4g
Vampyrus,kltj8Q2JhPvlhPCJ-5zbc9DgI2bLOvGVse0qNHEhsJuW,493,CRVfy9yHnVFmMJglkfoYAJa9aISVkcVc-y0FklXa31z6B5u69MtlvvqQekG5fvaCKlxMhs5FusD_ag
DnL x,K6k-U_mhkTPpyOKPVwPElbG5K-vG8OiShLzd1_QGQf4Bm4k,142,pRKkFvwLbvsZbVzjHkPYqmIQ8Di-x_bCsd0FZy3-n5QrfKF8hyeJp0cgH0DdkPitqu9oF_uF5_ChFQ
Tully Tallibam,uq5Xqs5WfXamfF5oDMlLjrBvVjeIW6sNlgybpq17YlYQTkg,217,QUu8mucyYz970A319FKaVc8MG8uW2qhh3pYV4a5elwoSOnsUS7TdTITdjXR-9HDtpbpEYAa6Xdqb9A
yobox1,Y4D2bSr10nxKcraOyj_UtqZdsqzC2N6VQt5el-jv1zgQxbA,94,c8iTdBZivyDF3Kbru57BQgv7bGtY0uMx7Xt3BSpPxTEuK6vOUUfVX8bzHHWbMCT7jd5P3vLsEzxKSA
Smoker de Derby,iiQl1uTeISLcmWsh1l1a6pJ8kkC0tZxKL395VEabLoJp44c,261,KF5KE5bPvQp9O3cGx3ESR4E4GALuHnZNsJEZu6ZptdK--MGDJnQlcrCDOFbdypBvHhYxL6eTgpIKCw
fools overture,-QqbOEIQlwD07hzS3tRirhIcQWTg_tLi-nnCkk2gVAlEQw8gArKucus2,59,xwNqfoAcu6GcHaO9l2O61rw2YVIYnCBirJOxH19q1i5ovOWuzvCpp-14zxr_SfcauwiSH4GoSrJ44g
Helena Adams,7eQLLiPbPmU76XSBPM_uw51DOdlSm5oUWFdlQ1IAlpoczAs,458,eULcHLH8hhzlRbSf2VZLg_YvvOKN5cvFl_y9PHoCwEqWTJgfU46r7VzcxxOU0SHKxsmZmXJUUrdMrw
Sariz,FhJEdCL684JVqp9VxnOCDiRvl64Bg20--gjaMj4dkA6LSKg,78,gNs842hoBaGRYPklq712aSclClMNZA-SJ4f2Bu4Gxxyt_hVwDAdxRc-0cEbmjZ4Ihsiir2olq2A_rg
Gabiru apenas,kpgElxS8eFr8jDeBFaTpFjEqw3eUCM9UoRxCYpVgvjc,227,d8n1WOF74y3dnE-58l7VMFiCd8KICV-Xhj8WE6Ol_dLAJ4JxhrdecHzoWEgAEXbkwYv4UoYcoaQ63g
1v1 Kïng,QeTNQTvKGaOg3qCh5it0t5EmkWOK9LvBRjniN4lxTLtsFeU,335,u8y-e_XjdGwG8jYNbaihcutUUmS1ySIxkKx6KzknSqNpu2ojpc_DhIo4ERqtBMgpaKnqGc9De8liyQ
Zeus Storm,BwBaN4kZhRF8TuCuX8luXGtBQtPlz2I3OmSHmEWguAVVvgA,114,7uVHREN1pt8iVLXQO6INVTAoWFS2UZpJJOai57--ZK8FzxzqkfwGh8_ZBLACp-SaD7VG1WObAS-VjQ
Oleandrão Apenas,ETuofV0HX2okvrZAevesg3aoNHiBQngjHwanpcVsdXytNCQ,369,7jV1xWVAKXBVJ-KALPYlUegzLE_xLHWh0hNQcEtO_s7HoLUFgfHtnGRI5EMfxE2enLKpYsMyTtyW7g
L7nkr,75ZZ7TjbXwjCt_rnnb9uCamUVnyKv5T2u34qCMJlbuA,262,mtzfVI8IzoP4_FtDI4dmv6T2_XvEx5_zsHjWCrXZ1efVko5_sD25mo8fccmNcsXD75_K1Z2jmvN2ig
Rudebwoy1,OM93I19bvQgTo5ZtbVaLsbQ3GOARowrB-AfXnu4O3ohQEqs,109,EYcLcPFPPK3c8jFknfw221EQyCCGwRKPdcnM_s_HZoNvUqfEflCV9I3zQriqvR8wLV85sq9keL6FNw
askdjgakhjsk,PAi94HcOORfpKx4UsxaHbkEojsmTQ-E2fLOmvR0o3P8wF_U,146,UBoq0Qru_-WeRMWvGWBGNxH928d6m5ScJqayyq3iU4qK-7Wzy841OXJVWF5ifaND4UlurY_1CuUIYA
Lurc,O-xTx0WR02wNvuJmdMbGWJM5ja8sJ2OqrV32AMZIuyCnXqo,288,7qFdjj6Qu_tiNgksWkz4G2kHFVYH6PO3jUuamn-eOfc7TNesgNsvK4-1pdsnhhZDXui6YQDKcTwlng
DelaJ,ryK3OQYCiSp0ltjR7X-n7uhL9rAi_w4xSbK-ykFBDrU,309,4XpcUYK3FtFQmW_5w1Fp3Rexri1GMuRFR145Do5JvLsmKAgu-COpjR3asvcCcGetgyFnTkDutZKLPQ
Acredite e Lute ,WOcwLLgdtcl43O5def4B3FH9eq1yjgAqEMgdFwa2bbhF,330,MAYH2-aF_JhWoG082eKWUK2HN56F_ukF7E9hLY186X26W6NmTS8pn2U-MD9td8zZtvuoVHx6E8NvQA
ll  Escanor  ll,bbbDCFxxMx4ubFL_OEf2ctETy8NpzXw9081g8r0Rz-acc2k,489,Kahq4vBxPnWxd6QsG-ZvP_BZlgrCv6ViITM9WLTNpI4IyGuoJ1EAmPEJEB2MD3sqLjza6weH3fhSNg
ATS SiIlva,YSribhzkIpzEkFEqIEDhrDDLibzvJCHsU1-cjGdyVf5XCXE,296,Q7JldW56jquoSMLIUC2OvnKkapr092ynPuQU6Es1OMD1OU_vVXrtMDEssOFpoukc5b4tP8NKqBDTOw
coJJoFdIitM,ENPJ682kKkjZtSuy1_WZVfzWqBGJRHP0gaWmVHiPDBBDv3M,239,cKknWbL4go6CoxRyQAjM97pP4SWiA8zX01AsBnjYuxbfQq5eyEorKHFRX20FaBeeDIvqLu1Jwo9fhw
Byaninho De Mauá,FhKaVQQyo0GMvfhTIzAGUOTjMkb__OlSVJamonywX-fpggA,197,bvTk9KVXlh9T89zp-TE9kwBBtjiq_uMjN0UBnzfHwJbK6JicRgbzS45nks2dUR8Bvom3CP23DtYysw
Frski,PgUzCZgaWR29pynbeKiOct11w4UDadp04UfkhHxMP9-lnuRHVlkVPi7H,93,drPoirnMsWPNVUbJs5lwYRsnMCT0-1fLf1iFUwopYlcW5IG4ZEAshgRnA6axtoePvnGwVOAn1Yql5Q
CABRAL D MAL,dBJWLml76s2JYM_yQgdMHTYB3B2-euLTdRkEgDWOGGG5oSU,232,yAdLSWT9iTcsTmv6FwS24WtSted78w1El2B3d1ts1ZnzeJeupGSWqxyMxC8VOTCsZkkR74TRK2XSNA
Maracaípe,_pApO9W1bdG1dbC_nIEEn5vis5FJoEsFqB0NX98oMMaaAW0,245,HiCbvZe1YrYrUAe5C6CWD6z6sUprAqIB2qoDEl71AxqfbfXte4sczKkKx2Q8OfXSh2Nauj4n6vOsvQ
mcnqwxb,4sQU5sxzaF55qyhN68JyEtr6tUA8D-h1KUjO5o6vp1UwoemvO4J0yfU4,41,WPXR2hrzjVLakhhlrdesPblxx72Uo8hnI5plJHg-qvOf-_fuGvVdfYPuee-hBfLBRFxGhUMWwOrKtQ
17th november,9aYXGvZrzCMbm_MwZxluSs5xoo9zzHEOQthu4bozPVNlMXw,457,O6MA3ch6j8Un4lVIt_jPt-eaZu5yLjPSObi-T6pwRU1Nf44HQ_M1rc_hBQLOzgGz1Jwl-08bAog1pg
BRA1A1,E423R1vTdaAn0du-dBmySuKTrPq8M3Vkcv9MQUYGeriH_pU,466,v6Rjzv6Yv_TT9ovT25yt2nBRuJyFIhpCnsDrFhI3EMaimkCjoMZ_L0Bkd_G985NlwCX_pehHEsZNPg
I stiII remember,Wr3_xCji9U0HCcyaTnwbh0byLCO18JE8Zs0nvRon99cgqS0,316,AEyv9D4aoi8KAjnyhQwjzPXwVIz-C29v9p2WNDd9WQTMgTMuPHpLchqcFPR_Lr-dAkU_bXEhO0p49w
Penido,uCP7-y0srtbBgDpFRhqjzI0A1-cIdBYQnox5v7otysEk-b8,245,dBlNw0YfKkqQEGA8EfP3uPjB-OvC5XQqgVPI6Wy8_Ayma2FKQNnWqne85Zzuid3w7bta7F9wKfAceg
Master Yi Noé,_PFIzgtT9P6QwxortGeNh5vLwYt2mEUApdaI5osusfnvBLk,547,EtsC-O_E-fBbDBBtVbkF-d9Ch6XGY2k32gyFp3rjE5bj5Wgw8tuDvqLMS0mNn9C0LXNkCTMsLokotQ
TwTV FizzSENAI,uMDELyAZ969xYTDTAPDC3zZldX4-3DVjZUDFv6tf1Y5xZAfFh1XhjFvl,45,MyRXGVpEZONVp4F07WQc0DjJf48Yf83JSoAoT-jbtwmJWyLEwJmNy9FTjIrBj5-5qSpn2nq9KTGM_w
Zyeras,O_fMc9WtYvQWibiqJ3FtW8-WWHstzSuWFfC3j09wOVUkNhA,261,qI4ZppWhnYeP6V-KTmhgasu-CbyChVU9YsMzC0Y8v12hTbXPVO1WZ5WsboZna54WXCrEZuryMfwNkQ
Kinr,_roQJmjs3bMuLki---uY39PJrTkJFJ6N2OaxFcmHOJ2a2Tg,224,HA62iJ5-PfoIXdPdgBuGXSYKATT1-624xeHuTimr2EpqMCncaXuT5yipD9WT0wXyDvd1aGrLJXRTRQ
